Ticker,Name,Industry,Stock Price,Book value per Share,Cash per Share,Dividend per Share,EPS (Basic),Revenue per Share,Shareholders Equity per Share
MLCO,Melco Resorts & Entertainment Limited,Resorts & Casinos,12.88,2.3103,3.6792,0.1659,-0.88,3.6226,2.3103
COR,CoreSite Realty Corporation,Reit Office,142.93,1.5821,0.1483,5.8414,1.95,15.0006,1.5821
VNT,Vontier Corporation,Scientific & Technical Instruments,36.18,1.119,2.2679,0,2.02,16.1012,1.119
INOV,"Inovalon Holdings, Inc.",Health Information Services,40.54,4.739,0.8288,0,0.15,4.4618,4.739
BOKF,BOK Financial Corporation,Banks Regional,88.74,75.2286,84.1221,2.0634,6.19,26.1286,75.2286
EXEL,"Exelixis, Inc.",Biotechnology,19.43,6.0957,3.9139,0,0.36,3.2035,6.0957
EXPO,"Exponent, Inc.",Consulting Services,115.85,6.9004,4.6294,0.7592,1.55,7.6334,6.9004
CR,Crane Co.,Specialty Industrial Machinery,103.85,26.3621,9.5,1.731,3.08,50.6379,26.3621
HOG,"Harley-Davidson, Inc.",Recreational Vehicles,39.5,11.2614,22.1503,0.445,0.01,26.4967,11.2614
PRI,"Primerica, Inc.",Insurance Life,153.39,45.9,13.6892,1.6087,9.57,56.875,45.9
MQ,"Marqeta, Inc.",Software Infrastructure,25.82,2.3441,3.076,0,-0.09,2.3614,2.3441
TNET,"TriNet Group, Inc.",Staffing & Employment Services,91.74,9.0597,26.0597,0,4,60.209,9.0597
GPK,Graphic Packaging Holding Company,Packaging & Containers,20.48,5.1039,0.6416,0.3685,0.6,23.5125,5.1039
DCT,"Duck Creek Technologies, Inc.",Software Application,45.87,5.6083,2.98,0,-0.19,1.6179,5.6083
WCC,"WESCO International, Inc.",Industrial Distribution,120.3,72.6957,9.7609,0.6552,1.51,267.9565,72.6957
ASGN,ASGN Incorporated,Staffing & Employment Services,113.33,29.9434,5.1698,0,3.76,74.5472,29.9434
NEP,"NextEra Energy Partners, LP",Utilities Renewable,78.66,34.4152,1.6374,0.6579,-0.8,13.4064,34.4152
STMP,Stamps.com Inc.,Software Application,327.84,55.3409,25.2273,0,9.37,43.067,55.3409
KRNT,Kornit Digital Ltd.,Specialty Industrial Machinery,129.63,12.2739,8.6151,0,-0.11,4.6997,12.2739
HALO,"Halozyme Therapeutics, Inc.",Biotechnology,42.01,1.109,2.7019,0,0.91,1.9646,1.109
INSP,"Inspire Medical Systems, Inc.",Medical Devices,219.64,8.8115,8.9885,0,-2.19,4.4252,8.8115
PACB,"Pacific Biosciences of California, Inc.",Diagnostics & Research,30.08,2.031,1.9351,0,0.17,0.4776,2.031
IBKR,"Interactive Brokers Group, Inc.",Capital Markets,65.24,24.3875,662.15,3.9375,2.42,31.225,24.3875
FL,"Foot Locker, Inc.",Footwear & Accessories,57.28,26.6442,16.2308,0.7019,3.07,72.5769,26.6442
HLI,"Houlihan Lokey, Inc.",Capital Markets,90.5,20.9697,12.8333,1.394,4.55,23.1212,20.9697
INGR,Ingredion Incorporated,Packaged Foods,88.66,44.0448,9.9254,2.6567,5.15,89.3881,44.0448
SLM,SLM Corporation,Credit Services,18.99,6.6745,12.1172,0.1207,2.25,5.9531,6.6745
REYN,Reynolds Consumer Products Inc.,Packaging & Containers,28.23,7.878,1.522,0.6049,1.78,15.9171,7.878
TDC,Teradata Corporation,Information Technology Services,54.24,3.6697,4.8532,0,1.16,16.844,3.6697
NVTA,Invitae Corporation,Diagnostics & Research,28.9,14.682,2.6303,0,-4.47,2.0775,14.682
ACHC,"Acadia Healthcare Company, Inc.",Medical Care Facilities,66.08,21.5795,4.3068,0.0104,-7.59,23.75,21.5795
SRC,"Spirit Realty Capital, Inc.",Reit Diversified,51.02,34.5062,0.6708,2.4961,0.15,4.6342,34.5062
CIGI,Colliers International Group Inc.,Real Estate Services,136.41,14.5604,4.8469,0.9923,1.2951,73.3516,14.5604
NCNO,"nCino, Inc.",Software Application,62.05,4.8493,4.2362,0,-0.35,2.33,4.8493
LAZR,"Luminar Technologies, Inc.",Software Application,17.14,0.4592,1.5016,0,-1.14,0.0431,0.4592
HUN,Huntsman Corporation,Chemicals,26.36,15.9231,7.2081,0.8507,4.66,27.2308,15.9231
MP,MP Materials Corp.,Other Industrial Metals & Mining,33.72,10.7164,6.5629,0,-0.27,1.6854,10.7164
NYCB,"New York Community Bancorp, Inc.",Banks Regional,12.53,14.7902,4.2108,0.6822,1.02,3.8242,14.7902
CUZ,Cousins Properties Incorporated,Reit Office,39.05,30.126,0.0405,1.1887,1.6,4.993,30.126
NVT,nVent Electric PLC,Electrical Equipment & Parts,34.5,14.1753,0.7206,0.7,-0.28,11.7588,14.1753
ESI,Element Solutions Inc.,Specialty Chemicals,23.4,9.3173,1.1727,0.0498,0.3,7.4458,9.3173
NCR,NCR Corporation,Information Technology Services,44.2,10.3203,2.6406,0,-0.86,48.4922,10.3203
AMED,"Amedisys, Inc.",Medical Care Facilities,177.56,24.5152,2.7273,0,5.52,62.7879,24.5152
ROLL,RBC Bearings Incorporated,Tools & Accessories,230.8,49.495,9.6978,0,3.61,24.5054,49.495
EVBG,"Everbridge, Inc.",Software Application,151.89,7.296,13.6444,0,-2.7,7.8407,7.296
DEI,"Douglas Emmett, Inc.",Reit Office,32.9,22.7849,0.9829,1.4638,0.28,4.9441,22.7849
ORCC,Owl Rock Capital Corporation,Credit Services,14.73,14.7847,0.9211,1.1669,1,1.9347,14.7847
ALGM,"Allegro MicroSystems, Inc.",Semiconductors,30.41,3.0896,1.0754,2.1098,0.09,3.1184,3.0896
CC,The Chemours Company,Specialty Chemicals,34.73,4.9273,6.697,0.9939,1.32,30.1152,4.9273
WTS,"Watts Water Technologies, Inc.",Specialty Industrial Machinery,170.24,31.4706,6.4412,0.9235,3.36,44.3824,31.4706
HELE,Helen of Troy Limited,Household & Personal Products,236.25,49.56,1.8,0,10.08,83.96,49.56
IIPR,"Innovative Industrial Properties, Inc.",Reit Industrial,240.51,78.432,38.3159,3.8812,3.27,6.0121,78.432
NEO,"NeoGenomics, Inc.",Diagnostics & Research,48.49,6.3917,2.7261,0,0.04,4.0933,6.3917
ZH,Zhihu Inc. Sponsored ADR,Internet Content & Information,9.76,-6.0388,3.6351,0,,1.5873,-6.0388
TKR,Timken Company (The),Tools & Accessories,75.2,28.7067,4.7867,1.16,3.72,46.84,28.7067
WOOF,"Petco Health and Wellness Company, Inc.",Specialty Retail,21.53,7.8371,0.4545,0,-0.1,18.6364,7.8371
EVR,Evercore Inc,Capital Markets,139.71,30.0244,46.0976,2.5996,8.23,55.7073,30.0244
DCP,"DCP Midstream Partners, LP",Oil & Gas Midstream,27.28,28.0481,0.2692,1.976,-1.75,29.5481,28.0481
LHCG,"LHC Group, Inc.",Medical Care Facilities,181.68,49.3226,9.2581,0,3.56,66.5484,49.3226
VAL,Valaris Limited,Oil & Gas Equipment & Services,28.39,21.9723,1.638,0,,7.1755,21.9723
ALTR,Altair Engineering Inc.,Software Infrastructure,74.95,5.1797,3.2935,0,-0.14,6.4161,5.1797
ZIM,ZIM Integrated Shipping Services Ltd.,Marine Shipping,48.99,2.225,5.2417,0.0279,4.31,33.2667,2.225
FRPT,"Freshpet, Inc.",Packaged Foods,129.83,9.9143,1.6914,0,-0.08,8.0183,9.9143
OZK,Bank OZK,Banks Regional,43.33,33.1163,18.5555,1.0795,2.26,7.7054,33.1163
HLF,Herbalife LTD.,Packaged Foods,52,-6.4848,7.9394,0,2.77,41.9848,-6.4848
CLH,"Clean Harbors, Inc.",Waste Management,102.93,24.4,10.3818,0,2.42,57.1636,24.4
UPWK,Upwork Inc.,Staffing & Employment Services,44.24,2.5216,1.4486,0,-0.19,3.1477,2.5216
IONS,"Ionis Pharmaceuticals, Inc.",Biotechnology,39.63,6.0214,13.5643,0,-3.23,5.2071,6.0214
NATI,National Instruments Corporation,Software Application,42.15,9.3511,2.4427,1.0423,1.09,9.7863,9.3511
VVV,Valvoline Inc.,Oil & Gas Refining & Marketing,30.59,-0.4064,4.0695,0.4492,1.69,12.5829,-0.4064
UNM,Unum Group,Insurance Life,27.08,53.2892,0.9657,1.1368,3.89,64.5196,53.2892
KBR,"KBR, Inc.",Engineering & Construction,39.32,11.331,3.0704,0.3803,-0.51,40.6127,11.331
CELH,Celsius Holdings Inc.,Beverages Non Alcoholic,75.56,1.4862,0.6161,0,0.11,1.8623,1.4862
TFSL,TFS Financial Corporation,Banks Regional,19.88,6.0611,1.8054,0.2011,0.29,1.0502,6.0611
BWXT,"BWX Technologies, Inc.",Aerospace & Defense,57.47,6.5053,0.5158,0.7678,2.91,22.3579,6.5053
BPMC,Blueprint Medicines Corporation,Biotechnology,93.77,26.9557,15.99,0,5.59,14.5549,26.9557
TWST,Twist Bioscience Corporation,Diagnostics & Research,111.59,8.5803,7.3999,0,-3.57,2.2991,8.5803
CIT,CIT Group Inc.,Banks Regional,55.05,58.398,42.4663,1.75,-6.57,31.1633,58.398
LFST,"LifeStance Health Group, Inc.",Medical Care Facilities,14.55,2.7646,0.0508,0,-0.83,1.0096,2.7646
VLY,Valley National Bancorp,Banks Regional,13.4,11.3663,3.2901,0.4405,0.93,3.203,11.3663
AEO,"American Eagle Outfitters, Inc.",Apparel Retail,32.55,6.5482,5.1205,0.1377,-1.26,22.6446,6.5482
PAAS,Pan American Silver Corp.,Silver,25.83,12.3944,1.3306,0.2201,0.8948,6.713,12.3944
CHK,Chesapeake Energy Corporation,Oil & Gas E&P,55.38,-534.1,29.8,0,-998.26,467,-534.1
IRDM,Iridium Communications Inc,Telecom Services,40.62,10.6299,1.8353,0,-0.42,4.3706,10.6299
QTS,"QTS Realty Trust, Inc.",Reit Industrial,77.92,24.3094,0.3788,1.8333,-0.47,8.8691,24.3094
ELY,Callaway Golf Company,Leisure,29.05,7.1915,3.8936,0.0201,-1.35,16.9043,7.1915
HQY,"HealthEquity, Inc.",Health Information Services,65.79,18.5761,4.4319,0,0.12,9.8817,18.5761
MMS,"Maximus, Inc.",Specialty Business Services,86.56,19.7143,1.4127,1.1136,3.39,54.9524,19.7143
PRGO,Perrigo Company plc,Drug Manufacturers Specialty & Generic,39.99,41.5809,4.7353,0.911,-1.19,37.2279,41.5809
APLS,"Apellis Pharmaceuticals, Inc.",Biotechnology,66.39,2.7215,11.6934,0,-4.59,3.3347,2.7215
VICR,Vicor Corporation,Electronic Components,122.84,8.316,5.0232,0,0.41,7.0302,8.316
IDA,"IDACORP, Inc.",Utilities Regulated Electric,105.63,50.1961,5.8824,2.7022,4.69,26.4314,50.1961
NOVT,Novanta Inc.,Scientific & Technical Instruments,151.05,13.5673,3.5583,0,1.27,16.8058,13.5673
TMX,"Terminix Global Holdings, Inc.",Personal Services,41.93,20.609,4.6241,0,4.14,14.7444,20.609
ESNT,Essent Group Ltd.,Mortgage Finance,47.62,36.4097,0.9692,0.6542,3.88,8.8121,36.4097
TUYA,Tuya Inc. Sponsored ADR,Software Infrastructure,9.51,-0.2908,0.3177,0,,0.3182,-0.2908
ANGI,Angi Inc.,Internet Content & Information,10.55,2.5542,1.7329,0,-0.01,2.9478,2.5542
QDEL,Quidel Corporation,Diagnostics & Research,127.64,31.7381,11.6667,0,18.6,39.5714,31.7381
ASH,Ashland Global Holdings Inc.,Specialty Chemicals,87.2,49.7705,7.9344,1.082,-8.33,38.1311,49.7705
INMD,InMode Ltd.,Medical Devices,130,7.0433,7.2256,0,2.08,5.7161,7.0433
HFC,HollyFrontier Corporation,Oil & Gas Refining & Marketing,32.57,31.9012,8.4444,1.966,-3.72,69.0679,31.9012
TASK,"TaskUs, Inc.",Information Technology Services,54.46,3.4447,1.1073,0,0.36,4.9136,3.4447
NOV,NOV Inc.,Oil & Gas Equipment & Services,13.69,13.5677,4.4063,0.0495,-6.62,15.8151,13.5677
STN,Stantec Inc.,Engineering & Construction,47.58,13.519,2.0324,0.4532,1.2009,33.1492,13.519
MDLA,"Medallia, Inc.",Software Application,33.77,3.514,4.7177,0,-1.03,3.2971,3.514
DADA,Dada Nexus Limited Sponsored ADR,Internet Retail,22.18,6.4386,5.7618,0,-1.81,4.9809,6.4386
LEGN,Legend Biotech Corporation Sponsored ADR,Biotechnology,38.03,2.372,4.2832,0,-2.57,0.6416,2.372
DSEY,"Diversey Holdings, Ltd.",Personal Services,17.47,-2.5975,0.9852,0,,13.428,-2.5975
RDFN,Redfin Corporation,Real Estate Services,50.29,6.3911,10.9257,0,-0.23,8.9891,6.3911
MTG,MGIC Investment Corporation,Insurance Specialty,15.45,13.8206,0.8726,0.2414,1.29,3.5265,13.8206
RCM,R1 RCM Inc.,Health Information Services,19.48,2.9224,1.5,0,0.33,10.9569,2.9224
PKX,POSCO,Steel,68.74,513.0973,163.2607,6.6749,18.5211,671.924,513.0973
AB,AllianceBernstein Holding L.P.,Asset Management,52.04,16.548,0,0,2.88,0,16.548
AMN,AMN Healthcare Services Inc,Medical Care Facilities,109.35,17.4468,1.0213,0,1.48,50.9362,17.4468
ANAT,"American National Group, Inc.",Insurance Diversified,192.8,239.1852,0,0,17.39,143.8148,239.1852
LAZ,Lazard Ltd,Capital Markets,48.75,8.5343,13.4191,1.8397,3.69,24.0133,8.5343
VMI,"Valmont Industries, Inc.",Metal Fabrication,245.37,56.2857,19.0952,2.0272,6.57,137.8095,56.2857
EQT,EQT Corporation,Oil & Gas E&P,18.62,35.4598,0.069,0.0006,-3.71,10.1877,35.4598
GBCI,"Glacier Bancorp, Inc.",Banks Regional,54.27,24.3139,6.6728,1.3834,2.81,8.1428,24.3139
WEN,The Wendy's Company,Restaurants,23.34,2.4554,1.8661,0.2896,0.52,7.7411,2.4554
ESGR,Enstar Group Limited,Insurance Diversified,239.31,303.3636,62.4144,0.0182,79.78,59,303.3636
HHC,Howard Hughes Corporation (The),Real Estate Diversified,92.56,70.0943,23.4528,0,-0.5,13.0377,70.0943
FLS,Flowserve Corporation,Specialty Industrial Machinery,39.55,13.3231,8.4231,0.8012,0.89,28.6769,13.3231
AMRS,"Amyris, Inc.",Specialty Chemicals,16.05,-0.8439,0.1496,0,-1.88,0.8504,-0.8439
SOFI,"SoFi Technologies, Inc.",Credit Services,14.04,6.7422,0.0026,0,-0.55,0,6.7422
SONO,"Sonos, Inc.",Consumer Electronics,40.95,2.7076,3.7026,0,-0.18,12.0545,2.7076
WING,Wingstop Inc.,Restaurants,171.86,-11.5304,2.0023,5.5333,0.78,8.4055,-11.5304
THG,"The Hanover Insurance Group, Inc.",Insurance Property & Casualty,142.35,84.939,3.1989,2.6393,9.42,128.0451,84.939
CDK,"CDK Global, Inc.",Software Application,41.83,4.0599,1.2879,0.6809,1.7,13.726,4.0599
SIGI,"Selective Insurance Group, Inc.",Insurance Property & Casualty,84.69,45.7534,0.2544,0.9102,4.09,48.8168,45.7534
ATHM,Autohome Inc.,Internet Content & Information,40.25,5.3479,4.4387,0.198,0.9789,2.4899,5.3479
FLO,"Flowers Foods, Inc.",Packaged Foods,23.9,6.4764,1.4481,0.789,0.72,20.6981,6.4764
AWI,"Armstrong World Industries, Inc.",Building Products & Equipment,106.11,9.3958,2.8542,0.8167,-2.07,19.5208,9.3958
TTEC,"TeleTech Holdings, Inc.",Information Technology Services,107.98,9.5397,3.4086,2.8845,2.54,41.7872,9.5397
PACW,PacWest Bancorp,Banks Regional,43.2,30.7265,27.0142,1.3654,-10.61,9.7436,30.7265
DDL,Dingdong (Cayman) Limited Sponsored ADR,Other,21.36,-0.4805,1.585,0,,6.9283,-0.4805
JOBS,"51job, Inc.",Staffing & Employment Services,74.95,28.196,24.53,0,2.37,7.9649,28.196
FSLY,"Fastly, Inc.",Software Application,43.75,10.2557,1.8735,0,-0.93,2.809,10.2557
RYN,Rayonier Inc.,Reit Specialty,36.15,11.011,0.6798,1.1201,0.27,6.4009,11.011
CW,Curtiss-Wright Corporation,Specialty Industrial Machinery,123.06,42.5714,4.7143,0.6708,4.8,56.9286,42.5714
KOD,Kodiak Sciences Inc.,Biotechnology,97.53,18.823,21.1841,0,-2.91,0,18.823
DV,"DoubleVerify Holdings, Inc.",Software Application,33.58,2.6595,0.2129,0,0.13,1.5568,2.6595
NEWR,"New Relic, Inc.",Software Infrastructure,79.09,6.7791,13.3617,0,-3.15,10.9325,6.7791
RLI,RLI Corp.,Insurance Property & Casualty,110.71,25.2444,1.3826,1.9535,3.46,21.8667,25.2444
ALKS,Alkermes plc,Biotechnology,31.11,6.7107,3.9937,0,-0.7,6.5346,6.7107
SSB,South State Corporation,Banks Regional,70.54,84.5091,83.9987,1.7865,2.19,19.7818,84.5091
SSD,"Simpson Manufacturing Company, Inc.",Building Products & Equipment,114.97,22.2955,6.25,0.9182,4.27,28.8182,22.2955
AYX,"Alteryx, Inc.",Software Application,74.22,7.2209,11.4445,0,-0.37,7.4981,7.2209
COUR,"Coursera, Inc.",Education & Training Services,37.68,1.8131,2.1509,0,-0.5,2.213,1.8131
TRIP,"TripAdvisor, Inc.",Travel Services,36.16,6.563,3.0963,0,-2.14,4.4741,6.563
HAYW,"Hayward Holdings, Inc.",Electrical Equipment & Parts,21.39,17.3577,2.4828,5.9414,0.01,18.8992,17.3577
QTWO,"Q2 Holdings, Inc.",Software Application,87.69,12.3609,10.4385,0,-2.65,7.7424,12.3609
LANC,Lancaster Colony Corporation,Packaged Foods,179.83,30.6878,6.8446,0,4.97,53.3964,30.6878
GTES,Gates Industrial Corporation PLC,Specialty Industrial Machinery,16.94,9.6426,1.8007,0,0.27,9.5979,9.6426
DRVN,Driven Brands Holdings Inc.,Auto & Truck Dealerships,29.5,6.5946,1.3022,0,-0.03,5.4011,6.5946
HXL,Hexcel Corporation,Aerospace & Defense,58.59,17.9762,1.2262,0.169,0.38,17.9286,17.9762
ADPT,Adaptive Biotechnologies Corporation,Biotechnology,35.09,5.6624,5.2432,0,-1.11,0.7498,5.6624
SAIC,Science Applications International Corporation,Information Technology Services,84.74,26.5862,3.0345,1.5345,3.56,121.6552,26.5862
NRZ,New Residential Investment Corp.,Reit Mortgage,10.76,12.8059,2.5992,0.8002,-3.52,1.3176,12.8059
JBLU,JetBlue Airways Corporation,Airlines,15.42,14.2122,10.982,0,-4.88,10.6367,14.2122
ADS,Alliance Data Systems Corporation,Credit Services,97.88,31.7,64.1979,1.2625,4.47,94.1875,31.7
SLG,SL Green Realty Corporation,Reit Office,70.91,70.0274,5.1096,4.2007,4.87,14.1096,70.0274
CRUS,"Cirrus Logic, Inc.",Semiconductors,84.8,23.9483,8.5862,0,3.62,23.6034,23.9483
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Utilities Regulated Water,7.13,6.416,1.0817,0,0.2734,5.0097,6.416
BLDP,"Ballard Power Systems, Inc.",Specialty Industrial Machinery,16.37,3.6264,3.0799,0,-0.2198,0.4401,3.6264
PGNY,"Progyny, Inc.",Health Information Services,55.22,1.9475,1.275,0,0.47,4.0229,1.9475
SHLX,"Shell Midstream Partners, L.P.",Oil & Gas Midstream,12.37,-1.3607,0.9052,1.8953,1.28,1.3607,-1.3607
CHX,ChampionX Corporation,Oil & Gas Equipment & Services,24.14,10.9865,1.3581,0,-5.01,12.8378,10.9865
BXMT,"Blackstone Mortgage Trust, Inc.",Reit Mortgage,32.87,27.4056,2.0452,2.4606,0.97,5.4712,27.4056
CERT,"Certara, Inc.",Biotechnology,32.83,6.17,2.051,0,-0.37,1.8277,6.17
YY,JOYY Inc. Sponsored ADR,Internet Content & Information,61.97,77.7625,44.925,0.8593,0.88,23.9625,77.7625
OCDX,Ortho Clinical Diagnostics Holdings PLC,Diagnostics & Research,20.57,-4.3021,0.566,0,-0.9,7.5149,-4.3021
SPSC,"SPS Commerce, Inc.",Software Infrastructure,134.39,11.9435,5.3221,0,1.26,8.875,11.9435
TNL,Travel + Leisure Co.,Travel Services,55.76,-11.3372,15.6163,1.6047,-2.94,25.0814,-11.3372
LPRO,Open Lending Corporation,Credit Services,38.2,0.3211,1.2562,0,-1.09,1.3134,0.3211
APPS,"Digital Turbine, Inc.",Software Application,52.6,1.6394,0.3516,0,0.57,3.5427,1.6394
ADC,Agree Realty Corporation,Reit Retail,73.95,48.69,0.1543,2.2558,1.74,4.7951,48.69
ABCL,AbCellera Biologics Inc.,Biotechnology,17.58,3.0835,2.2041,0,0.44,0.8651,3.0835
AVNT,Avient Corporation,Specialty Chemicals,52.52,18.8556,7.2222,0.7922,1.45,36.0222,18.8556
MSM,"MSC Industrial Direct Company, Inc.",Industrial Distribution,85.35,23.9091,2.2727,8.0758,4.51,58.0364,23.9091
HE,"Hawaiian Electric Industries, Inc.",Utilities Diversified,43.67,21.7615,3.4495,1.322,1.81,23.6697,21.7615
FOUR,"Shift4 Payments, Inc.",Software Infrastructure,87.51,10.2151,20.6079,0,-0.41,17.0304,10.2151
SAFE,Safehold Inc.,Reit Diversified,89.38,27.2057,1.8939,0.6322,1.17,3.1397,27.2057
HIW,"Highwoods Properties, Inc.",Reit Office,45.67,22.4615,1.8173,1.9166,3.32,7.0577,22.4615
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Discount Stores,72.54,20.5366,6.8789,0,3.68,27.8308,20.5366
UBSI,"United Bankshares, Inc.",Banks Regional,36.86,35.8084,18.4063,1.3557,2.4,9.608,35.8084
CIG,Comp En De Mn Cemig ADS,Utilities Diversified,2.51,1.987,0.5733,0.0685,0.3254,2.869,1.987
TENB,"Tenable Holdings, Inc.",Software Infrastructure,44.71,1.4916,2.8893,0,-0.42,4.3582,1.4916
NEOG,Neogen Corporation,Diagnostics & Research,43.75,7.8909,3.5783,0,0.57,4.3987,7.8909
EYE,"National Vision Holdings, Inc.",Specialty Retail,57.7,11.1975,4.6173,0,0.44,21.1358,11.1975
APG,APi Group Corporation,Engineering & Construction,23.35,9.2189,3.0473,0,-2.21,21.2249,9.2189
AQUA,Evoqua Water Technologies Corp.,Pollution & Treatment Controls,39.44,4.1026,1.6496,0.0162,0.94,12.2137,4.1026
UFPI,"UFP Industries, Inc.",Lumber & Wood Production,78.15,24.3333,7.6833,0.5267,4,85.9,24.3333
NOMD,Nomad Foods Limited,Packaged Foods,26.37,13.4072,2.7371,0,1.32,14.7835,13.4072
NFG,National Fuel Gas Company,Oil & Gas Integrated,51.31,22.4091,0.2386,1.7423,-1.41,16.4091,22.4091
LMND,"Lemonade, Inc.",Insurance Property & Casualty,76.08,16.075,16.9783,0,-3.63,2.3503,16.075
HRB,"H&R Block, Inc.",Personal Services,25.82,1.8824,5.6845,1.0431,3.08,18.2567,1.8824
FCN,"FTI Consulting, Inc.",Consulting Services,139.51,38.8889,8.1944,0,5.67,68.3611,38.8889
CLDR,"Cloudera, Inc.",Software Application,15.95,3.7287,1.9701,0,-0.54,2.8734,3.7287
SLGN,Silgan Holdings Inc.,Packaging & Containers,42.36,11.2883,3.6847,0.4833,2.77,44.3423,11.2883
JWN,"Nordstrom, Inc.",Department Stores,29.22,1.9427,4.3376,0.3694,-4.39,68.2484,1.9427
CHPT,"ChargePoint Holdings, Inc.",Specialty Retail,21.24,-0.495,0.0028,0,-8.03,3.6805,-0.495
ATC,Atotech Limited,Electronic Components,23.85,5.3065,3.7848,0,-4.64,13.541,5.3065
REZI,"Resideo Technologies, Inc.",Security & Protection Services,32.24,15.944,4.136,0,0.29,40.568,15.944
AM,Antero Midstream Corporation,Oil & Gas Midstream,9.72,5.0562,0.0013,1.2328,-0.26,2.031,5.0562
WBS,Webster Financial Corporation,Banks Regional,51.49,35.9444,2.9234,1.6107,2.35,12.9556,35.9444
ALLK,Allakos Inc.,Biotechnology,86.26,13.2222,13.3152,0,-3.1,0,13.2222
RDN,Radian Group Inc.,Insurance Specialty,23.93,21.9692,0.4828,0.4998,2.01,7.3897,21.9692
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Reit Specialty,58.89,16.6189,4.2825,1.3796,1.1,2.582,16.6189
GRA,W.R. Grace & Co.,Specialty Chemicals,69.55,3.5,4.6364,1.2136,-0.03,26.2121,3.5
AL,Air Lease Corporation,Rental & Leasing Services,40.37,53.2632,15.4211,0.5981,4.39,17.6754,53.2632
LESL,"Leslie's, Inc.",Home Improvement Retail,24.45,-4.4225,0.84,0,0.31,5.9465,-4.4225
JBT,John Bean Technologies Corporation,Specialty Industrial Machinery,143.32,19.9063,1.5938,0.4,3.39,53.9063,19.9063
PK,Park Hotels & Resorts Inc.,Reit Hotel & Motel,19.41,20.5212,4.1568,1.0212,-6.1,3.6102,20.5212
SMTC,Semtech Corporation,Semiconductors,70.36,10.7195,4.3093,0,0.91,9.1264,10.7195
TRNO,Terreno Realty Corporation,Reit Industrial,65.71,23.4347,1.5938,1.1035,1.16,2.6779,23.4347
QRTEA,"Qurate Retail Group, Inc.",Internet Retail,11.15,11.6514,1.9567,3.0072,2.86,34.0793,11.6514
QRTEB,"Qurate Retail Group, Inc.",Internet Retail,11.1401,11.6514,1.9567,3.0072,2.86,34.0793,11.6514
DTM,"DT Midstream, Inc.",Oil & Gas Midstream,47.16,43.649,0.4336,0,2.55,7.7841,43.649
IMAB,I-Mab Sponsored ADR,Biotechnology,63.61,14.7514,12.5576,0,1.17,3.8317,14.7514
POR,Portland General Electric Company,Utilities Regulated Electric,50.72,29.3596,3.2584,1.573,1.73,23.3708,29.3596
ABCM,Abcam PLC Sponsored ADR,Biotechnology,20.64,2.9713,1.1073,0.1518,0.0736,1.5371,2.9713
KWR,Quaker Chemical Corporation,Specialty Chemicals,254.6,73.3333,10.1111,1.5313,2.23,78.7778,73.3333
RHP,"Ryman Hospitality Properties, Inc.",Reit Hotel & Motel,82.22,3.7273,1.4545,1.8606,-7.59,9.5273,3.7273
SFIX,"Stitch Fix, Inc.",Specialty Retail,42.24,3.9317,2.8087,0,-0.66,16.7843,3.9317
OPCH,"Option Care Health, Inc.",Medical Care Facilities,25.05,5.6133,0.547,0,-0.04,16.7569,5.6133
CRI,"Carter's, Inc.",Apparel Retail,103.64,21.814,25.6279,0.6107,2.5,70.3256,21.814
SAIL,"SailPoint Technologies Holdings, Inc.",Software Infrastructure,48.65,5.1374,5.7119,0,-0.12,4.0354,5.1374
QLYS,"Qualys, Inc.",Software Infrastructure,115,10.3271,9.0899,0,2.24,9.2426,10.3271
KMPR,Kemper Corporation,Insurance Property & Casualty,70.24,69.1364,3.1227,1.1955,6.14,77.7879,69.1364
